province,year,age_group,method,population_urban,myopia_urban,myopia_rate_urban,population_rural,myopia_rural,myopia_rate_rural,method,number of junior secondary school graduates,New Student Enrollment in high school,articulation rate,GDP
Gansu,2008,2,,,,,,,,,,,,
Guangdong,2008,2,,,,,,,,,,,,
Guangxi,2008,2,,,,,,,,,,,,
Guizhou,2008,2,,,,,,,,,,,,
Hainan,2008,2,,,,,,,,,,,,
Hebei,2008,2,,,,,,,,,,,,
Heilongjiang,2008,2,,,,,,,,,,,,
Henan,2008,2,,,,,,,,,,,,
Hubei,2008,2,,,,,,,,,,,,
Hunan,2008,2,,,,,,,,,,,,
Inner Mongolia,2008,2,,,,,,,,,,,,
Jiangsu,2008,2,,,,,,,,,,,,
Jiangxi,2008,2,,,,,,,,,,,,
Jilin,2008,2,,,,,,,,,,,,
Liaoning,2008,2,,,,,,,,,,,,
Ningxia,2008,2,,,,,,,,,,,,
Qinghai,2008,2,,,,,,,,,,,,
Shaanxi,2008,2,,,,,,,,,,,,
Shandong,2008,2,,,,,,,,,,,,
Shanghai,2008,2,,,,,,,,,,,,
Shanxi,2008,2,,,,,,,,,,,,
Sichuan,2008,2,,,,,,,,,,,,
Tianjin,2008,2,,,,,,,,,,,,
Tibet,2008,2,,,,,,,,,,,,
Xinjiang,2008,2,,,,,,,,,,,,
Yunnan,2008,2,,,,,,,,,,,,
Zhejiang,2008,2,,,,,,,,,,,,
Anhui,2009,2,,,,,,,,,,,,
Beijing,2009,2,,,,,,,,,,,,
Chongqing,2009,2,,,,,,,,,,,,
Fujian,2009,2,,,,,,,,,,,,
Gansu,2009,2,,,,,,,,,,,,
Guangdong,2009,2,,,,,,,,,,,,
Guangxi,2009,2,,,,,,,,,,,,
Guizhou,2009,2,,,,,,,,,,,,
Hainan,2009,2,,,,,,,,,,,,
Hebei,2009,2,,,,,,,,,,,,
Heilongjiang,2009,2,,,,,,,,,,,,
Henan,2009,2,,,,,,,,,,,,
Hubei,2009,2,,,,,,,,,,,,
Hunan,2009,2,,,,,,,,,,,,
Inner Mongolia,2009,2,,,,,,,,,,,,
Jiangsu,2009,2,,,,,,,,,,,,
Jiangxi,2009,2,,,,,,,,,,,,
Jilin,2009,2,,,,,,,,,,,,
Liaoning,2009,2,,,,,,,,,,,,
Ningxia,2009,2,,,,,,,,,,,,
Qinghai,2009,2,,,,,,,,,,,,
Shaanxi,2009,2,,,,,,,,,,,,
Shandong,2009,2,,,,,,,,,,,,
Shanghai,2009,2,,,,,,,,,,,,
Shanxi,2009,2,,,,,,,,,,,,
Sichuan,2009,2,,,,,,,,,,,,
Tianjin,2009,2,,,,,,,,,,,,
Tibet,2009,2,,,,,,,,,,,,
Xinjiang,2009,2,,,,,,,,,,,,
Yunnan,2009,2,,,,,,,,,,,,
Zhejiang,2009,2,,,,,,,,,,,,
Anhui,2010,2,,,,,,,,,,,,
Beijing,2010,2,,,,,,,,,,,,
Chongqing,2010,2,,,,,,,,,,,,
Fujian,2010,2,,,,,,,,,,,,
Gansu,2010,2,,,,,,,,,,,,
Guangdong,2010,2,,,,,,,,,,,,
Guangxi,2010,2,,,,,,,,,,,,
Guizhou,2010,2,,,,,,,,,,,,
Hainan,2010,2,,,,,,,,,,,,
Hebei,2010,2,,,,,,,,,,,,
Heilongjiang,2010,2,,,,,,,,,,,,
Henan,2010,2,,,,,,,,,,,,
Hubei,2010,2,,,,,,,,,,,,
Hunan,2010,2,,,,,,,,,,,,
Inner Mongolia,2010,2,,,,,,,,,,,,
Jiangsu,2010,2,,,,,,,,,,,,
Jiangxi,2010,2,,,,,,,,,,,,
Jilin,2010,2,,,,,,,,,,,,
Liaoning,2010,2,,,,,,,,,,,,
Ningxia,2010,2,,,,,,,,,,,,
Qinghai,2010,2,,,,,,,,,,,,
Shaanxi,2010,2,,,,,,,,,,,,
Shandong,2010,2,,,,,,,,,,,,
Shanghai,2010,2,,,,,,,,,,,,
Shanxi,2010,2,,,,,,,,,,,,
Sichuan,2010,2,,,,,,,,,,,,
Tianjin,2010,2,,,,,,,,,,,,
Tibet,2010,2,,,,,,,,,,,,
Xinjiang,2010,2,,,,,,,,,,,,
Yunnan,2010,2,,,,,,,,,,,,
Zhejiang,2010,2,,,,,,,,,,,,
Anhui,2011,2,,,,,,,,,,,,
Beijing,2011,2,,,,,,,,,,,,
Chongqing,2011,2,,,,,,,,,,,,
Fujian,2011,2,,,,,,,,,,,,
Gansu,2011,2,,,,,,,,,,,,
Guangdong,2011,2,,,,,,,,,,,,
Guangxi,2011,2,,,,,,,,,,,,
Guizhou,2011,2,,,,,,,,,,,,
Hainan,2011,2,,,,,,,,,,,,
Hebei,2011,2,,,,,,,,,,,,
Heilongjiang,2011,2,,,,,,,,,,,,
Henan,2011,2,,,,,,,,,,,,
Hubei,2011,2,,,,,,,,,,,,
Hunan,2011,2,,,,,,,,,,,,
Inner Mongolia,2011,2,,,,,,,,,,,,
Jiangsu,2011,2,,,,,,,,,,,,
Jiangxi,2011,2,,,,,,,,,,,,
Jilin,2011,2,,,,,,,,,,,,
Liaoning,2011,2,,,,,,,,,,,,
Ningxia,2011,2,,,,,,,,,,,,
Qinghai,2011,2,,,,,,,,,,,,
Shaanxi,2011,2,,,,,,,,,,,,
Shandong,2011,2,,,,,,,,,,,,
Shanghai,2011,2,,,,,,,,,,,,
Shanxi,2011,2,,,,,,,,,,,,
Sichuan,2011,2,,,,,,,,,,,,
Tianjin,2011,2,,,,,,,,,,,,
Tibet,2011,2,,,,,,,,,,,,
Xinjiang,2011,2,,,,,,,,,,,,
Yunnan,2011,2,,,,,,,,,,,,
Zhejiang,2011,2,,,,,,,,,,,,
Anhui,2012,2,,,,,,,,,,,,
Beijing,2012,2,,,,,,,,,,,,
Chongqing,2012,2,,,,,,,,,,,,
Fujian,2012,2,,,,,,,,,,,,
Gansu,2012,2,,,,,,,,,,,,
Guangdong,2012,2,,,,,,,,,,,,
Guangxi,2012,2,,,,,,,,,,,,
Guizhou,2012,2,,,,,,,,,,,,
Hainan,2012,2,,,,,,,,,,,,
Hebei,2012,2,,,,,,,,,,,,
Heilongjiang,2012,2,,,,,,,,,,,,
Henan,2012,2,,,,,,,,,,,,
Hubei,2012,2,,,,,,,,,,,,
Hunan,2012,2,,,,,,,,,,,,
Inner Mongolia,2012,2,,,,,,,,,,,,
Jiangsu,2012,2,,,,,,,,,,,,
Jiangxi,2012,2,,,,,,,,,,,,
Jilin,2012,2,,,,,,,,,,,,
Liaoning,2012,2,,,,,,,,,,,,
Ningxia,2012,2,,,,,,,,,,,,
Qinghai,2012,2,,,,,,,,,,,,
Shaanxi,2012,2,,,,,,,,,,,,
Shandong,2012,2,,,,,,,,,,,,
Shanghai,2012,2,,,,,,,,,,,,
Shanxi,2012,2,,,,,,,,,,,,
Sichuan,2012,2,,,,,,,,,,,,
Tianjin,2012,2,,,,,,,,,,,,
Tibet,2012,2,,,,,,,,,,,,
Xinjiang,2012,2,,,,,,,,,,,,
Yunnan,2012,2,,,,,,,,,,,,
Zhejiang,2012,2,,,,,,,,,,,,
Anhui,2013,2,,,,,,,,,,,,
Beijing,2013,2,,,,,,,,,,,,
Chongqing,2013,2,,,,,,,,,,,,
Fujian,2013,2,,,,,,,,,,,,
Gansu,2013,2,,,,,,,,,,,,
Guangdong,2013,2,,,,,,,,,,,,
Guangxi,2013,2,,,,,,,,,,,,
Guizhou,2013,2,,,,,,,,,,,,
Hainan,2013,2,,,,,,,,,,,,
Hebei,2013,2,,,,,,,,,,,,
Heilongjiang,2013,2,,,,,,,,,,,,
Henan,2013,2,,,,,,,,,,,,
Hubei,2013,2,,,,,,,,,,,,
Hunan,2013,2,,,,,,,,,,,,
Inner Mongolia,2013,2,,,,,,,,,,,,
Jiangsu,2013,2,,,,,,,,,,,,
Jiangxi,2013,2,,,,,,,,,,,,
Jilin,2013,2,,,,,,,,,,,,
Liaoning,2013,2,,,,,,,,,,,,
Ningxia,2013,2,,,,,,,,,,,,
Qinghai,2013,2,,,,,,,,,,,,
Shaanxi,2013,2,,,,,,,,,,,,
Shandong,2013,2,,,,,,,,,,,,
Shanghai,2013,2,,,,,,,,,,,,
Shanxi,2013,2,,,,,,,,,,,,
Sichuan,2013,2,,,,,,,,,,,,
Tianjin,2013,2,,,,,,,,,,,,
Tibet,2013,2,,,,,,,,,,,,
Xinjiang,2013,2,,,,,,,,,,,,
Yunnan,2013,2,,,,,,,,,,,,
Zhejiang,2013,2,,,,,,,,,,,,
Anhui,2014,2,,,,,,,,,,,,
Beijing,2014,2,,,,,,,,,,,,
Chongqing,2014,2,,,,,,,,,,,,
Fujian,2014,2,,,,,,,,,,,,
Gansu,2014,2,,,,,,,,,,,,
Guangdong,2014,2,,,,,,,,,,,,
Guangxi,2014,2,,,,,,,,,,,,
Guizhou,2014,2,,,,,,,,,,,,
Hainan,2014,2,,,,,,,,,,,,
Hebei,2014,2,,,,,,,,,,,,
Heilongjiang,2014,2,,,,,,,,,,,,
Henan,2014,2,,,,,,,,,,,,
Hubei,2014,2,,,,,,,,,,,,
Hunan,2014,2,,,,,,,,,,,,
Inner Mongolia,2014,2,,,,,,,,,,,,
Jiangsu,2014,2,,,,,,,,,,,,
Jiangxi,2014,2,,,,,,,,,,,,
Jilin,2014,2,,,,,,,,,,,,
Liaoning,2014,2,,,,,,,,,,,,
Ningxia,2014,2,,,,,,,,,,,,
Qinghai,2014,2,,,,,,,,,,,,
Shaanxi,2014,2,,,,,,,,,,,,
Shandong,2014,2,,,,,,,,,,,,
Shanghai,2014,2,,,,,,,,,,,,
Shanxi,2014,2,,,,,,,,,,,,
Sichuan,2014,2,,,,,,,,,,,,
Tianjin,2014,2,,,,,,,,,,,,
Tibet,2014,2,,,,,,,,,,,,
Xinjiang,2014,2,,,,,,,,,,,,
Yunnan,2014,2,,,,,,,,,,,,
Zhejiang,2014,2,,,,,,,,,,,,
Anhui,2015,2,,,,,,,,,,,,
Beijing,2015,2,,,,,,,,,,,,
Chongqing,2015,2,,,,,,,,,,,,
Fujian,2015,2,,,,,,,,,,,,
Gansu,2015,2,,,,,,,,,,,,
Guangdong,2015,2,,,,,,,,,,,,
Guangxi,2015,2,,,,,,,,,,,,
Guizhou,2015,2,,,,,,,,,,,,
Hainan,2015,2,,,,,,,,,,,,
Hebei,2015,2,,,,,,,,,,,,
Heilongjiang,2015,2,,,,,,,,,,,,
Henan,2015,2,,,,,,,,,,,,
Hubei,2015,2,,,,,,,,,,,,
Hunan,2015,2,,,,,,,,,,,,
Inner Mongolia,2015,2,,,,,,,,,,,,
Jiangsu,2015,2,,,,,,,,,,,,
Jiangxi,2015,2,,,,,,,,,,,,
Jilin,2015,2,,,,,,,,,,,,
Liaoning,2015,2,,,,,,,,,,,,
Ningxia,2015,2,,,,,,,,,,,,
Qinghai,2015,2,,,,,,,,,,,,
Shaanxi,2015,2,,,,,,,,,,,,
Shandong,2015,2,,,,,,,,,,,,
Shanghai,2015,2,,,,,,,,,,,,
Shanxi,2015,2,,,,,,,,,,,,
Sichuan,2015,2,,,,,,,,,,,,
Tianjin,2015,2,,,,,,,,,,,,
Tibet,2015,2,,,,,,,,,,,,
Xinjiang,2015,2,,,,,,,,,,,,
Yunnan,2015,2,,,,,,,,,,,,
Zhejiang,2015,2,,,,,,,,,,,,
Anhui,2016,2,,,,,,,,,,,,
Beijing,2016,2,,,,,,,,,,,,
Chongqing,2016,2,,,,,,,,,,,,
Fujian,2016,2,,,,,,,,,,,,
Gansu,2016,2,,,,,,,,,,,,
Guangdong,2016,2,,,,,,,,,,,,
Guangxi,2016,2,,,,,,,,,,,,
Guizhou,2016,2,,,,,,,,,,,,
Hainan,2016,2,,,,,,,,,,,,
Hebei,2016,2,,,,,,,,,,,,
Heilongjiang,2016,2,,,,,,,,,,,,
Henan,2016,2,,,,,,,,,,,,
Hubei,2016,2,,,,,,,,,,,,
Hunan,2016,2,,,,,,,,,,,,
Inner Mongolia,2016,2,,,,,,,,,,,,
Jiangsu,2016,2,,,,,,,,,,,,
Jiangxi,2016,2,,,,,,,,,,,,
Jilin,2016,2,,,,,,,,,,,,
Liaoning,2016,2,,,,,,,,,,,,
Ningxia,2016,2,,,,,,,,,,,,
Qinghai,2016,2,,,,,,,,,,,,
Shaanxi,2016,2,,,,,,,,,,,,
Shandong,2016,2,,,,,,,,,,,,
Shanghai,2016,2,,,,,,,,,,,,
Shanxi,2016,2,,,,,,,,,,,,
Sichuan,2016,2,,,,,,,,,,,,
Tianjin,2016,2,,,,,,,,,,,,
Tibet,2016,2,,,,,,,,,,,,
Xinjiang,2016,2,,,,,,,,,,,,
Yunnan,2016,2,,,,,,,,,,,,
Zhejiang,2016,2,,,,,,,,,,,,
Anhui,2017,2,,,,,,,,,,,,
Beijing,2017,2,,,,,,,,,,,,
Chongqing,2017,2,,,,,,,,,,,,
Fujian,2017,2,,,,,,,,,,,,
Gansu,2017,2,,,,,,,,,,,,
Guangdong,2017,2,,,,,,,,,,,,
Guangxi,2017,2,,,,,,,,,,,,
Guizhou,2017,2,,,,,,,,,,,,
Hainan,2017,2,,,,,,,,,,,,
Hebei,2017,2,,,,,,,,,,,,
Heilongjiang,2017,2,,,,,,,,,,,,
Henan,2017,2,,,,,,,,,,,,
Hubei,2017,2,,,,,,,,,,,,
Hunan,2017,2,,,,,,,,,,,,
Inner Mongolia,2017,2,,,,,,,,,,,,
Jiangsu,2017,2,,,,,,,,,,,,
Jiangxi,2017,2,,,,,,,,,,,,
Jilin,2017,2,,,,,,,,,,,,
Liaoning,2017,2,,,,,,,,,,,,
Ningxia,2017,2,,,,,,,,,,,,
Qinghai,2017,2,,,,,,,,,,,,
Shaanxi,2017,2,,,,,,,,,,,,
Shandong,2017,2,,,,,,,,,,,,
Shanghai,2017,2,,,,,,,,,,,,
Shanxi,2017,2,,,,,,,,,,,,
Sichuan,2017,2,,,,,,,,,,,,
Tianjin,2017,2,,,,,,,,,,,,
Tibet,2017,2,,,,,,,,,,,,
Xinjiang,2017,2,,,,,,,,,,,,
Yunnan,2017,2,,,,,,,,,,,,
Zhejiang,2017,2,,,,,,,,,,,,
Anhui,2018,2,,,,,,,,,,,,
Beijing,2018,2,,,,,,,,,,,,
Chongqing,2018,2,,,,,,,,,,,,
Fujian,2018,2,,,,,,,,,,,,
Gansu,2018,2,,,,,,,,,,,,
Guangdong,2018,2,,,,,,,,,,,,
Guangxi,2018,2,,,,,,,,,,,,
Guizhou,2018,2,,,,,,,,,,,,
Hainan,2018,2,,,,,,,,,,,,
Hebei,2018,2,,,,,,,,,,,,
Heilongjiang,2018,2,,,,,,,,,,,,
Henan,2018,2,,,,,,,,,,,,
Hubei,2018,2,,,,,,,,,,,,
Hunan,2018,2,,,,,,,,,,,,
Inner Mongolia,2018,2,,,,,,,,,,,,
Jiangsu,2018,2,,,,,,,,,,,,
Jiangxi,2018,2,,,,,,,,,,,,
Jilin,2018,2,,,,,,,,,,,,
Liaoning,2018,2,,,,,,,,,,,,
Ningxia,2018,2,,,,,,,,,,,,
Qinghai,2018,2,,,,,,,,,,,,
Shaanxi,2018,2,,,,,,,,,,,,
Shandong,2018,2,,,,,,,,,,,,
Shanghai,2018,2,,,,,,,,,,,,
Shanxi,2018,2,,,,,,,,,,,,
Sichuan,2018,2,,,,,,,,,,,,
Tianjin,2018,2,,,,,,,,,,,,
Tibet,2018,2,,,,,,,,,,,,
Xinjiang,2018,2,,,,,,,,,,,,
Yunnan,2018,2,,,,,,,,,,,,
Zhejiang,2018,2,,,,,,,,,,,,
Anhui,2019,2,,,,,,,,,,,,
Beijing,2019,2,,,,,,,,,,,,
Chongqing,2019,2,,,,,,,,,,,,
Fujian,2019,2,,,,,,,,,,,,
Gansu,2019,2,,,,,,,,,,,,
Guangdong,2019,2,,,,,,,,,,,,
Guangxi,2019,2,,,,,,,,,,,,
Guizhou,2019,2,,,,,,,,,,,,
Hainan,2019,2,,,,,,,,,,,,
Hebei,2019,2,,,,,,,,,,,,
Heilongjiang,2019,2,,,,,,,,,,,,
Henan,2019,2,,,,,,,,,,,,
Hubei,2019,2,,,,,,,,,,,,
Hunan,2019,2,,,,,,,,,,,,
Inner Mongolia,2019,2,,,,,,,,,,,,
Jiangsu,2019,2,,,,,,,,,,,,
Jiangxi,2019,2,,,,,,,,,,,,
Jilin,2019,2,,,,,,,,,,,,
Liaoning,2019,2,,,,,,,,,,,,
Ningxia,2019,2,,,,,,,,,,,,
Qinghai,2019,2,,,,,,,,,,,,
Shaanxi,2019,2,,,,,,,,,,,,
Shandong,2019,2,,,,,,,,,,,,
Shanghai,2019,2,,,,,,,,,,,,
Shanxi,2019,2,,,,,,,,,,,,
Sichuan,2019,2,,,,,,,,,,,,
Tianjin,2019,2,,,,,,,,,,,,
Tibet,2019,2,,,,,,,,,,,,
Xinjiang,2019,2,,,,,,,,,,,,
Yunnan,2019,2,,,,,,,,,,,,
Zhejiang,2019,2,,,,,,,,,,,,
Anhui,2020,2,,,,,,,,,,,,
Beijing,2020,2,,,,,,,,,,,,
Chongqing,2020,2,,,,,,,,,,,,
Fujian,2020,2,,,,,,,,,,,,
Gansu,2020,2,,,,,,,,,,,,
Guangdong,2020,2,,,,,,,,,,,,
Guangxi,2020,2,,,,,,,,,,,,
Guizhou,2020,2,,,,,,,,,,,,
Hainan,2020,2,,,,,,,,,,,,
Hebei,2020,2,,,,,,,,,,,,
Heilongjiang,2020,2,,,,,,,,,,,,
Henan,2020,2,,,,,,,,,,,,
Hubei,2020,2,,,,,,,,,,,,
Hunan,2020,2,,,,,,,,,,,,
Inner Mongolia,2020,2,,,,,,,,,,,,
Jiangsu,2020,2,,,,,,,,,,,,
Jiangxi,2020,2,,,,,,,,,,,,
Jilin,2020,2,,,,,,,,,,,,
Liaoning,2020,2,,,,,,,,,,,,
Ningxia,2020,2,,,,,,,,,,,,
Qinghai,2020,2,,,,,,,,,,,,
Shaanxi,2020,2,,,,,,,,,,,,
Shandong,2020,2,,,,,,,,,,,,
Shanghai,2020,2,,,,,,,,,,,,
Shanxi,2020,2,,,,,,,,,,,,
Sichuan,2020,2,,,,,,,,,,,,
Tianjin,2020,2,,,,,,,,,,,,
Tibet,2020,2,,,,,,,,,,,,
Xinjiang,2020,2,,,,,,,,,,,,
Yunnan,2020,2,,,,,,,,,,,,
Zhejiang,2020,2,,,,,,,,,,,,
Anhui,1998,3,,,,,,,,,,,,
Beijing,1998,3,,,,,,,,,,,,
Chongqing,1998,3,,,,,,,,,,,,
Fujian,1998,3,,,,,,,,,,,,
Gansu,1998,3,,,,,,,,,,,,
Guangdong,1998,3,,,,,,,,,,,,
Guangxi,1998,3,,,,,,,,,,,,
Guizhou,1998,3,,,,,,,,,,,,
Hainan,1998,3,,,,,,,,,,,,
Hebei,1998,3,,,,,,,,,,,,
Heilongjiang,1998,3,,,,,,,,,,,,
Henan,1998,3,,,,,,,,,,,,
Hubei,1998,3,,,,,,,,,,,,
Hunan,1998,3,,,,,,,,,,,,
Inner Mongolia,1998,3,,,,,,,,,,,,
Jiangsu,1998,3,,,,,,,,,,,,
Jiangxi,1998,3,,,,,,,,,,,,
Jilin,1998,3,,,,,,,,,,,,
Liaoning,1998,3,,,,,,,,,,,,
Ningxia,1998,3,,,,,,,,,,,,
Qinghai,1998,3,,,,,,,,,,,,
Shaanxi,1998,3,,,,,,,,,,,,
Shandong,1998,3,,,,,,,,,,,,
Shanghai,1998,3,,,,,,,,,,,,
Shanxi,1998,3,,,,,,,,,,,,
Sichuan,1998,3,,,,,,,,,,,,
Tianjin,1998,3,,,,,,,,,,,,
Tibet,1998,3,,,,,,,,,,,,
Xinjiang,1998,3,,,,,,,,,,,,
Yunnan,1998,3,,,,,,,,,,,,
Zhejiang,1998,3,,,,,,,,,,,,
Anhui,1999,3,,,,,,,,,,,,
Beijing,1999,3,,,,,,,,,,,,
Chongqing,1999,3,,,,,,,,,,,,
Fujian,1999,3,,,,,,,,,,,,
Gansu,1999,3,,,,,,,,,,,,
Guangdong,1999,3,,,,,,,,,,,,
Guangxi,1999,3,,,,,,,,,,,,
Guizhou,1999,3,,,,,,,,,,,,
Hainan,1999,3,,,,,,,,,,,,
Hebei,1999,3,,,,,,,,,,,,
Heilongjiang,1999,3,,,,,,,,,,,,
Henan,1999,3,,,,,,,,,,,,
Hubei,1999,3,,,,,,,,,,,,
Hunan,1999,3,,,,,,,,,,,,
Inner Mongolia,1999,3,,,,,,,,,,,,
Jiangsu,1999,3,,,,,,,,,,,,
Jiangxi,1999,3,,,,,,,,,,,,
Jilin,1999,3,,,,,,,,,,,,
Liaoning,1999,3,,,,,,,,,,,,
Ningxia,1999,3,,,,,,,,,,,,
Qinghai,1999,3,,,,,,,,,,,,
Shaanxi,1999,3,,,,,,,,,,,,
Shandong,1999,3,,,,,,,,,,,,
Shanghai,1999,3,,,,,,,,,,,,
Shanxi,1999,3,,,,,,,,,,,,
Sichuan,1999,3,,,,,,,,,,,,
Tianjin,1999,3,,,,,,,,,,,,
Tibet,1999,3,,,,,,,,,,,,
Xinjiang,1999,3,,,,,,,,,,,,
Yunnan,1999,3,,,,,,,,,,,,
Zhejiang,1999,3,,,,,,,,,,,,
Anhui,2000,3,,,,,,,,,,,,
Beijing,2000,3,,,,,,,,,,,,
Chongqing,2000,3,,,,,,,,,,,,
Fujian,2000,3,,,,,,,,,,,,
Gansu,2000,3,,,,,,,,,,,,
Guangdong,2000,3,,,,,,,,,,,,
Guangxi,2000,3,,,,,,,,,,,,
Guizhou,2000,3,,,,,,,,,,,,
Hainan,2000,3,,,,,,,,,,,,
Hebei,2000,3,,,,,,,,,,,,
Heilongjiang,2000,3,,,,,,,,,,,,
Henan,2000,3,,,,,,,,,,,,
Hubei,2000,3,,,,,,,,,,,,
Hunan,2000,3,,,,,,,,,,,,
Inner Mongolia,2000,3,,,,,,,,,,,,
Jiangsu,2000,3,,,,,,,,,,,,
Jiangxi,2000,3,,,,,,,,,,,,
Jilin,2000,3,,,,,,,,,,,,
Liaoning,2000,3,,,,,,,,,,,,
Ningxia,2000,3,,,,,,,,,,,,
Qinghai,2000,3,,,,,,,,,,,,
Shaanxi,2000,3,,,,,,,,,,,,
Shandong,2000,3,,,,,,,,,,,,
Shanghai,2000,3,,,,,,,,,,,,
Shanxi,2000,3,,,,,,,,,,,,
Sichuan,2000,3,,,,,,,,,,,,
Tianjin,2000,3,,,,,,,,,,,,
Tibet,2000,3,,,,,,,,,,,,
Xinjiang,2000,3,,,,,,,,,,,,
Yunnan,2000,3,,,,,,,,,,,,
Zhejiang,2000,3,,,,,,,,,,,,
Anhui,2001,3,,,,,,,,,,,,
Beijing,2001,3,,,,,,,,,,,,
Chongqing,2001,3,,,,,,,,,,,,
Fujian,2001,3,,,,,,,,,,,,
Gansu,2001,3,,,,,,,,,,,,
Guangdong,2001,3,,,,,,,,,,,,
Guangxi,2001,3,,,,,,,,,,,,
Guizhou,2001,3,,,,,,,,,,,,
Hainan,2001,3,,,,,,,,,,,,
Hebei,2001,3,,,,,,,,,,,,
Heilongjiang,2001,3,,,,,,,,,,,,
Henan,2001,3,,,,,,,,,,,,
Hubei,2001,3,,,,,,,,,,,,
Hunan,2001,3,,,,,,,,,,,,
Inner Mongolia,2001,3,,,,,,,,,,,,
Jiangsu,2001,3,,,,,,,,,,,,
Jiangxi,2001,3,,,,,,,,,,,,
Jilin,2001,3,,,,,,,,,,,,
Liaoning,2001,3,,,,,,,,,,,,
Ningxia,2001,3,,,,,,,,,,,,
Qinghai,2001,3,,,,,,,,,,,,
Shaanxi,2001,3,,,,,,,,,,,,
Shandong,2001,3,,,,,,,,,,,,
Shanghai,2001,3,,,,,,,,,,,,
Shanxi,2001,3,,,,,,,,,,,,
Sichuan,2001,3,,,,,,,,,,,,
